NON $ % + - . 0
#NON	d	a	e	b	c	f
15.126050420168067	0.023818449335852098	0.0010529822104219386	0.02651623250338401	0.09364881676892081	0.036303578843022995	0.07593107727296576
15.546218487394958	0.023798356065367086	0.0010514365488066507	0.02649374308523264	0.0936044335993096	0.03627685376489496	0.07589465910024193
15.966386554621849	0.023782023849928446	0.0010501809682785554	0.02647546351950371	0.09356833759376555	0.03625512774342504	0.07586504445783537
16.386554621848738	0.0237687463611547	0.0010491607304982922	0.02646060309412243	0.09353897931020241	0.03623746313793381	0.07584096005767264
16.80672268907563	0.02375795332379862	0.001048331750665393	0.026448523452614742	0.09351510574325456	0.036223101478630594	0.07582137660304998
17.22689075630252	0.02374917903409987	0.0010476580434436822	0.02643870328970392	0.0934956915971402	0.03621142550487833	0.07580545226516619
17.647058823529413	0.0237420453451891	0.0010471104288178206	0.0264307193160394	0.0934799027261952	0.0362019347357906	0.07579250202938576
18.067226890756302	0.02373624513183007	0.001046665281429158	0.026424227799713557	0.09346706285968087	0.03619421721927292	0.07578197085362792
18.487394957983195	0.023731528901043502	0.001046303397131804	0.026418949501664953	0.0934566216180104	0.03618793771158905	0.07577340808865274
18.907563025210084	0.023727694160063397	0.0010460091822684615	0.026414657746571552	0.09344813001829885	0.036182833441456494	0.075766444300495
19.327731092436974	0.023724576257740018	0.0010457699969765328	0.026411168266875253	0.09344122489961815	0.03617868798414169	0.07576078053070506
19.747899159663866	0.023722040953289596	0.0010455755244317098	0.026408330834984613	0.09343561002560936	0.036175311840900906	0.07575617625477377
20.168067226890756	0.02371997932169756	0.001045417397963302	0.026406023523672852	0.09343104371804897	0.036172568028440016	0.07575243147820017
20.58823529411765	0.023718301090463578	0.0010452886862988115	0.02640414530515877	0.09342732640695404	0.03617033465899475	0.0757493830140086
21.008403361344538	0.02371693762541436	0.0010451841210615822	0.026402619363931873	0.0934243061489401	0.036168519717592655	0.07574690624546869
21.42857142857143	0.02371583262609602	0.0010450993814171833	0.02640138268950278	0.09342185831757183	0.03616704933030994	0.07574489887492487
21.84873949579832	0.02371493130132333	0.0010450302626054295	0.026400373960584648	0.09341986160570483	0.036165850816325534	0.07574326143717267
22.26890756302521	0.02371419752189088	0.0010449739928658614	0.026399552742099694	0.0934182359989808	0.03616487527485522	0.07574192836743526
22.689075630252102	0.023713600976553107	0.0010449282485129351	0.026398885111420665	0.0934169143952576	0.036164081017009964	0.07574084464140596
23.10924369747899	0.023713116125522148	0.0010448910709094617	0.02639834248586322	0.09341584025941725	0.03616343366123769	0.07573996386913462
23.529411764705884	0.023712721642974773	0.0010448608236428537	0.026397900998108428	0.09341496635304576	0.036162905725566165	0.07573924727451224
23.949579831932773	0.0237124007702126	0.0010448362199322629	0.026397541890892946	0.09341425548241195	0.03616247733703672	0.07573866433213114
24.369747899159663	0.02371213987372577	0.0010448162145975644	0.026397249905458477	0.09341367742175483	0.03616213210861483	0.07573819023930946
24.789915966386555	0.023711927716819674	0.001044799946846301	0.02639701246700035	0.09341320732821773	0.03616185431846343	0.07573780465705829
25.210084033613445	0.023711754828527592	0.0010447866909937048	0.02639681897752843	0.09341282429568809	0.03616162802478586	0.07573749052307278
25.630252100840337	0.023711614663663963	0.0010447759441080554	0.026396662111655048	0.09341251379353724	0.036161439967650665	0.0757372359805978
26.050420168067227	0.02371150040458887	0.0010447671831380048	0.02639653423766381	0.09341226064043484	0.036161284244524264	0.07573702842079534
26.47058823529412	0.0237114074930619	0.0010447600590820542	0.026396430254972163	0.09341205478684257	0.03616115956674365	0.07573685962817887
26.89075630252101	0.023711331863664052	0.0010447542601812396	0.026396345613716697	0.0934118872236786	0.036161058596111746	0.07573672222672811
27.310924369747898	0.023711270367284883	0.0010447495449534931	0.026396276789543257	0.09341175097336515	0.03616097667100417	0.07573661049962725
27.73109243697479	0.023711220126647517	0.0010447456927711498	0.026396220562324435	0.09341163966097045	0.03616090974131619	0.07573651922134297
28.15126050420168	0.023711178920018422	0.0010447425332817907	0.026396174445592092	0.09341154836425912	0.0361608548172377	0.07573644435567024
28.571428571428573	0.02371114614651324	0.0010447400204115051	0.026396137766862886	0.09341147575199965	0.036160811088561444	0.07573638481099189
28.991596638655462	0.02371111927616694	0.0010447379601693212	0.026396107694711547	0.09341141621918374	0.03616077513668727	0.07573633599121403
29.411764705882355	0.023711097803674093	0.0010447363138086948	0.02639608366362191	0.09341136864628316	0.036160746264561	0.07573629697838462
29.831932773109244	0.023711080171095463	0.0010447349618590634	0.02639606393001002	0.09341132958120806	0.03616072220826572	0.07573626494244924
30.252100840336134	0.023711065922534406	0.0010447338693596279	0.02639604798365128	0.09341129801363356	0.03616070237749077	0.07573623905525358
30.672268907563026	0.023711054221543314	0.0010447329721738632	0.026396034888371646	0.09341127208771569	0.03616068706510454	0.07573621779697615
31.092436974789916	0.023711044609213146	0.0010447322351368137	0.026396024130618465	0.09341125078877677	0.036160675034540034	0.07573620033339223
31.51260504201681	0.0237110366967197	0.0010447316284381719	0.026396015275260514	0.09341123325645659	0.03616066500015409	0.07573618595799429
31.932773109243698	0.023711030271489172	0.0010447311357779342	0.026396008084390906	0.09341121901962499	0.03616065679913653	0.07573617428461085
32.35294117647059	0.023711024918942256	0.0010447307253683667	0.026396002094031715	0.09341120715982867	0.03616064986278411	0.07573616456004154
32.773109243697476	0.02371102015810334	0.001044730360329059	0.02639599676589016	0.09341119661117146	0.03616064368642078	0.07573615591048642
33.19327731092437	0.023711016386288426	0.0010447300711251756	0.02639599254462832	0.09341118825407775	0.036160638719208625	0.07573614905776485
33.61344537815126	0.02371101360349752	0.0010447298577567164	0.026395989430246205	0.0934111820885475	0.03616063496114765	0.07573614400187685
34.03361344537815	0.023711011144813405	0.001044729669238771	0.026395986678590007	0.09341117664107197	0.036160631664446094	0.07573613953484364
34.45378151260504	0.023711009072591282	0.0010447295103526483	0.026395984359445644	0.09341117204983519	0.036160628899231044	0.07573613576994812
34.87394957983194	0.023711007571384377	0.0010447293952496278	0.02639598267935911	0.09341116872382159	0.036160626873058224	0.07573613304247472
35.294117647058826	0.023711004844751433	0.0010447291861882388	0.026395979627827918	0.09341116268278993	0.03616062318869043	0.07573612808859416
35.714285714285715	0.023711004650268708	0.001044729171277319	0.026395979410171955	0.09341116225194185	0.03616062292196191	0.07573612773522788
36.134453781512605	0.02371100445578598	0.0010447291563663993	0.026395979192515993	0.09341116182109375	0.03616062265523339	0.0757361273818616
36.554621848739494	0.02371100426130325	0.0010447291414554798	0.026395978974860027	0.09341116139024568	0.03616062238850488	0.07573612702849532
36.97478991596639	0.02371100412320067	0.0010447291308670935	0.026395978820301903	0.09341116108429134	0.03616062220053421	0.07573612677757167
37.39495798319328	0.02371100403211974	0.0010447291238837475	0.026395978718368074	0.09341116088249975	0.03616062207824846	0.07573612661208629
37.81512605042017	0.023711003941038814	0.0010447291169004016	0.026395978616434244	0.09341116068070814	0.03616062195596271	0.0757361264466009
38.23529411764706	0.023711003849957887	0.0010447291099170556	0.02639597851450041	0.09341116047891654	0.03616062183367696	0.07573612628111552
38.65546218487395	0.02371100375887696	0.0010447291029337096	0.026395978412566582	0.09341116027712493	0.0361606217113912	0.07573612611563013
39.075630252100844	0.023711003670434036	0.0010447290961526213	0.026395978313585085	0.09341116008117772	0.03616062159266645	0.0757361259549378
39.49579831932773	0.02371100362777798	0.0010447290928820507	0.026395978265846234	0.09341115998666978	0.0361606215357487	0.075736125877437
39.91596638655462	0.023711003585121928	0.0010447290896114802	0.026395978218107387	0.09341115989216185	0.036160621478830944	0.07573612579993622
40.33613445378151	0.023711003542465876	0.0010447290863409098	0.026395978170368536	0.09341115979765391	0.036160621421913196	0.07573612572243542
40.7563025210084	0.023711003499809823	0.0010447290830703391	0.026395978122629685	0.09341115970314598	0.03616062136499545	0.07573612564493462
41.1764705882353	0.023711003457153768	0.0010447290797997687	0.026395978074890834	0.09341115960863804	0.03616062130807769	0.07573612556743384
41.596638655462186	0.02371100343555073	0.0010447290781433957	0.026395978050713628	0.09341115956077471	0.03616062127925983	0.07573612552818385
